FIPS,State,County,Population_2020,Rural
42059,Pennsylvania,Greene,35949,1
42061,Pennsylvania,Huntingdon,44105,1
42063,Pennsylvania,Indiana,83232,0
42065,Pennsylvania,Jefferson,44491,1
42067,Pennsylvania,Juniata,23504,1
42069,Pennsylvania,Lackawanna,215911,0
42071,Pennsylvania,Lancaster,552981,0
42073,Pennsylvania,Lawrence,86067,0
42075,Pennsylvania,Lebanon,143262,0
42077,Pennsylvania,Lehigh,374552,0
42079,Pennsylvania,Luzerne,325602,0
42081,Pennsylvania,Lycoming,114193,0
42083,Pennsylvania,McKean,40435,1
42085,Pennsylvania,Mercer,110656,0
42087,Pennsylvania,Mifflin,46140,1
42089,Pennsylvania,Monroe,168315,0
42091,Pennsylvania,Montgomery,856413,0
42093,Pennsylvania,Montour,18145,1
42095,Pennsylvania,Northampton,312957,0
42097,Pennsylvania,Northumberland,91642,0
42099,Pennsylvania,Perry,45841,1
42101,Pennsylvania,Philadelphia,1603794,0
42103,Pennsylvania,Pike,58545,0
42105,Pennsylvania,Potter,16399,1
42107,Pennsylvania,Schuylkill,143046,0
42109,Pennsylvania,Snyder,39742,1
42111,Pennsylvania,Somerset,74137,0
42113,Pennsylvania,Sullivan,5841,1
42115,Pennsylvania,Susquehanna,38437,1
42117,Pennsylvania,Tioga,41044,1
42119,Pennsylvania,Union,42685,1
42121,Pennsylvania,Venango,50450,0
42123,Pennsylvania,Warren,38596,1
42125,Pennsylvania,Washington,209345,0
42127,Pennsylvania,Wayne,51149,0
42129,Pennsylvania,Westmoreland,354648,0
42131,Pennsylvania,Wyoming,26082,1
42133,Pennsylvania,York,456449,0
44001,Rhode Island,Bristol,50786,0
44003,Rhode Island,Kent,170366,0
44005,Rhode Island,Newport,85641,0
44007,Rhode Island,Providence,660725,0
44009,Rhode Island,Washington,129836,0
45001,South Carolina,Abbeville,24290,1
45003,South Carolina,Aiken,168805,0
45005,South Carolina,Allendale,8042,1
45007,South Carolina,Anderson,203721,0
45009,South Carolina,Bamberg,13312,1
45011,South Carolina,Barnwell,20592,1
45013,South Carolina,Beaufort,187098,0
45015,South Carolina,Berkeley,229781,0
45017,South Carolina,Calhoun,14121,1
45019,South Carolina,Charleston,408530,0
45021,South Carolina,Cherokee,56226,0
45023,South Carolina,Chester,32300,1
45025,South Carolina,Chesterfield,43267,1
45027,South Carolina,Clarendon,31140,1
45029,South Carolina,Colleton,38601,1
45031,South Carolina,Darlington,62897,0
45033,South Carolina,Dillon,28298,1
45035,South Carolina,Dorchester,161331,0
45037,South Carolina,Edgefield,25645,1
45039,South Carolina,Fairfield,20940,1
45041,South Carolina,Florence,137046,0
45043,South Carolina,Georgetown,63406,0
45045,South Carolina,Greenville,525543,0
45047,South Carolina,Greenwood,69351,0
45049,South Carolina,Hampton,18565,1
45051,South Carolina,Horry,351038,0
45053,South Carolina,Jasper,28805,1
45055,South Carolina,Kershaw,65413,0
45057,South Carolina,Lancaster,96012,0
45059,South Carolina,Laurens,67527,0
45061,South Carolina,Lee,16535,1
45063,South Carolina,Lexington,293912,0
45065,South Carolina,McCormick,9529,1
45067,South Carolina,Marion,29179,1
45069,South Carolina,Marlboro,26669,1
45071,South Carolina,Newberry,37726,1
45073,South Carolina,Oconee,78601,0
45075,South Carolina,Orangeburg,84229,0
45077,South Carolina,Pickens,131417,0
45079,South Carolina,Richland,416146,0
45081,South Carolina,Saluda,18934,1
45083,South Carolina,Spartanburg,327997,0
45085,South Carolina,Sumter,105557,0
45087,South Carolina,Union,27240,1
45089,South Carolina,Williamsburg,31026,1
45091,South Carolina,York,281912,0
46003,South Dakota,Aurora,2753,1
46005,South Dakota,Beadle,19152,1
46007,South Dakota,Bennett,3379,1
46009,South Dakota,Bon Homme,6995,1
46011,South Dakota,Brookings,34376,1
46013,South Dakota,Brown,38296,1
46015,South Dakota,Brule,5247,1
46017,South Dakota,Buffalo,1945,1
46019,South Dakota,Butte,10242,1
46021,South Dakota,Campbell,1378,1
46023,South Dakota,Charles Mix,9384,1
46025,South Dakota,Clark,3839,1
46027,South Dakota,Clay,14971,1
46029,South Dakota,Codington,28323,1
46031,South Dakota,Corson,3896,1
46033,South Dakota,Custer,8325,1
46035,South Dakota,Davison,19950,1
46037,South Dakota,Day,5444,1
46039,South Dakota,Deuel,4301,1
46041,South Dakota,Dewey,5243,1
46043,South Dakota,Douglas,2833,1
46045,South Dakota,Edmunds,3996,1
46047,South Dakota,Fall River,6971,1
46049,South Dakota,Faulk,2124,1
46051,South Dakota,Grant,7562,1
46053,South Dakota,Gregory,3991,1
46055,South Dakota,Haakon,1874,1
46057,South Dakota,Hamlin,6162,1
46059,South Dakota,Hand,3148,1
46061,South Dakota,Hanson,3458,1
46063,South Dakota,Harding,1310,1
46065,South Dakota,Hughes,17770,1
46067,South Dakota,Hutchinson,7425,1
46069,South Dakota,Hyde,1263,1
46071,South Dakota,Jackson,2808,1
46073,South Dakota,Jerauld,1657,1
46075,South Dakota,Jones,917,1
46077,South Dakota,Kingsbury,5187,1
46079,South Dakota,Lake,11064,1
46081,South Dakota,Lawrence,25776,1
46083,South Dakota,Lincoln,65156,0
46085,South Dakota,Lyman,3714,1
46087,South Dakota,McCook,5683,1
46089,South Dakota,McPherson,2410,1
46091,South Dakota,Marshall,4300,1
46093,South Dakota,Meade,29850,1
46095,South Dakota,Mellette,1921,1
46097,South Dakota,Miner,2300,1
46099,South Dakota,Minnehaha,197221,0
46101,South Dakota,Moody,6336,1
46102,South Dakota,Oglala Lakota,13671,1
46103,South Dakota,Pennington,109229,0
46105,South Dakota,Perkins,2849,1
46107,South Dakota,Potter,2474,1
46109,South Dakota,Roberts,10282,1
46111,South Dakota,Sanborn,2335,1
46115,South Dakota,Spink,6357,1
46117,South Dakota,Stanley,2980,1
46119,South Dakota,Sully,1447,1
46121,South Dakota,Todd,9322,1
46123,South Dakota,Tripp,5625,1
46125,South Dakota,Turner,8674,1
46127,South Dakota,Union,16814,1
46129,South Dakota,Walworth,5318,1
46135,South Dakota,Yankton,23312,1
46137,South Dakota,Ziebach,2414,1
47001,Tennessee,Anderson,77154,0
47003,Tennessee,Bedford,50246,0
47005,Tennessee,Benton,15865,1
47007,Tennessee,Bledsoe,14916,1
47009,Tennessee,Blount,135284,0
47011,Tennessee,Bradley,108620,0
47013,Tennessee,Campbell,39278,1
47015,Tennessee,Cannon,14503,1
47017,Tennessee,Carroll,28436,1
47019,Tennessee,Carter,56363,0
47021,Tennessee,Cheatham,41021,1
47023,Tennessee,Chester,17352,1
47025,Tennessee,Claiborne,32037,1
47027,Tennessee,Clay,7585,1
47029,Tennessee,Cocke,35997,1
47031,Tennessee,Coffee,57889,0
47033,Tennessee,Crockett,13908,1
47035,Tennessee,Cumberland,61145,0
47037,Tennessee,Davidson,715884,0
47039,Tennessee,Decatur,11436,1
47041,Tennessee,DeKalb,20079,1
47043,Tennessee,Dickson,54317,0
47045,Tennessee,Dyer,36799,1
47047,Tennessee,Fayette,41714,1
47049,Tennessee,Fentress,18487,1
47051,Tennessee,Franklin,42733,1
47053,Tennessee,Gibson,50413,0
47055,Tennessee,Giles,30343,1
47057,Tennessee,Grainger,23528,1
47059,Tennessee,Greene,70161,0
47061,Tennessee,Grundy,13533,1
47063,Tennessee,Hamblen,64497,0
47065,Tennessee,Hamilton,366837,0
47067,Tennessee,Hancock,6660,1
47069,Tennessee,Hardeman,25461,1
47071,Tennessee,Hardin,26977,1
47073,Tennessee,Hawkins,56723,0
47075,Tennessee,Haywood,17861,1
47077,Tennessee,Henderson,27840,1
47079,Tennessee,Henry,32196,1
47081,Tennessee,Hickman,24907,1
47083,Tennessee,Houston,8284,1
47085,Tennessee,Humphreys,18985,1
47087,Tennessee,Jackson,11614,1
47089,Tennessee,Jefferson,54681,0
47091,Tennessee,Johnson,17952,1
47093,Tennessee,Knox,478959,0
47095,Tennessee,Lake,6999,1
47097,Tennessee,Lauderdale,25140,1
47099,Tennessee,Lawrence,44154,1
47101,Tennessee,Lewis,12583,1
47103,Tennessee,Lincoln,35324,1
47105,Tennessee,Loudon,54891,0
47107,Tennessee,McMinn,53274,0
47109,Tennessee,McNairy,25855,1
47111,Tennessee,Macon,25217,1
47113,Tennessee,Madison,98832,0
47115,Tennessee,Marion,28871,1
47117,Tennessee,Marshall,34322,1
47119,Tennessee,Maury,100974,0
47121,Tennessee,Meigs,12756,1
47123,Tennessee,Monroe,46250,1
47125,Tennessee,Montgomery,220012,0
47127,Tennessee,Moore,6463,1
47129,Tennessee,Morgan,21036,1
47131,Tennessee,Obion,30791,1
47133,Tennessee,Overton,22505,1
47135,Tennessee,Perry,8387,1
47137,Tennessee,Pickett,5003,1
47139,Tennessee,Polk,17544,1
47141,Tennessee,Putnam,79858,0
47143,Tennessee,Rhea,33220,1
47145,Tennessee,Roane,53542,0
47147,Tennessee,Robertson,72811,0
47149,Tennessee,Rutherford,341478,0
47151,Tennessee,Scott,21847,1
47153,Tennessee,Sequatchie,15823,1
47155,Tennessee,Sevier,98679,0
47157,Tennessee,Shelby,930015,0
47159,Tennessee,Smith,19908,1
47161,Tennessee,Stewart,13658,1
47163,Tennessee,Sullivan,158161,0
47165,Tennessee,Sumner,196280,0
47167,Tennessee,Tipton,60977,0
47169,Tennessee,Trousdale,11609,1
47171,Tennessee,Unicoi,17912,1
47173,Tennessee,Union,19802,1
47175,Tennessee,Van Buren,6169,1
47177,Tennessee,Warren,40950,1
47179,Tennessee,Washington,133005,0
47181,Tennessee,Wayne,16231,1
47183,Tennessee,Weakley,32899,1
47185,Tennessee,White,27354,1
47187,Tennessee,Williamson,247777,0
47189,Tennessee,Wilson,147739,0
48001,Texas,Anderson,57927,0
48003,Texas,Andrews,18611,1
48005,Texas,Angelina,86512,0
48007,Texas,Aransas,23835,1
48009,Texas,Archer,8554,1
48011,Texas,Armstrong,1848,1
48013,Texas,Atascosa,49134,1
48015,Texas,Austin,30167,1
48017,Texas,Bailey,6903,1
48019,Texas,Bandera,20842,1
48021,Texas,Bastrop,97230,0
48023,Texas,Baylor,3465,1
48025,Texas,Bee,31054,1
48027,Texas,Bell,370790,0
48029,Texas,Bexar,2009323,0
48031,Texas,Blanco,11377,1
48033,Texas,Borden,629,1
48035,Texas,Bosque,18229,1
48037,Texas,Bowie,92892,0
48039,Texas,Brazoria,372040,0
48041,Texas,Brazos,233849,0
48043,Texas,Brewster,9547,1
48045,Texas,Briscoe,1437,1
48047,Texas,Brooks,7127,1
48049,Texas,Brown,38107,1
48051,Texas,Burleson,17642,1
48053,Texas,Burnet,49123,1
48055,Texas,Caldwell,45879,1
48057,Texas,Calhoun,20104,1
48059,Texas,Callahan,13710,1
48061,Texas,Cameron,421126,0
48063,Texas,Camp,12466,1
48065,Texas,Carson,5801,1
48067,Texas,Cass,28448,1
48069,Texas,Castro,7372,1
48071,Texas,Chambers,46543,1
48073,Texas,Cherokee,50529,0
48075,Texas,Childress,6667,1
48077,Texas,Clay,10217,1
48079,Texas,Cochran,2550,1
48081,Texas,Coke,3305,1
48083,Texas,Coleman,7682,1
48085,Texas,Collin,1066331,0
48087,Texas,Collingsworth,2653,1
48089,Texas,Colorado,20640,1
48091,Texas,Comal,161466,0
48093,Texas,Comanche,13591,1
48095,Texas,Concho,3300,1
48097,Texas,Cooke,41669,1
48099,Texas,Coryell,83088,0
48101,Texas,Cottle,1380,1
48103,Texas,Crane,4676,1
48105,Texas,Crockett,3097,1
48107,Texas,Crosby,5126,1
48109,Texas,Culberson,2187,1
48111,Texas,Dallam,7134,1
48113,Texas,Dallas,2611995,0
48115,Texas,Dawson,12457,1
48117,Texas,Deaf Smith,18584,1
48119,Texas,Delta,5226,1
48121,Texas,Denton,906485,0
48123,Texas,DeWitt,19828,1
48125,Texas,Dickens,1771,1
48127,Texas,Dimmit,8615,1
48129,Texas,Donley,3262,1
48131,Texas,Duval,9828,1
48133,Texas,Eastland,17750,1
48135,Texas,Ector,165182,0
48137,Texas,Edwards,1423,1
48139,Texas,Ellis,192451,0
48141,Texas,El Paso,865710,0
48143,Texas,Erath,42543,1
48145,Texas,Falls,16969,1
48147,Texas,Fannin,35837,1
48149,Texas,Fayette,24473,1
48151,Texas,Fisher,3672,1
48153,Texas,Floyd,5401,1
48155,Texas,Foard,1097,1
48157,Texas,Fort Bend,822989,0
48159,Texas,Franklin,10355,1
48161,Texas,Freestone,19440,1
48163,Texas,Frio,18391,1
48165,Texas,Gaines,21602,1
48167,Texas,Galveston,350686,0
48169,Texas,Garza,5818,1
48171,Texas,Gillespie,26743,1
48173,Texas,Glasscock,1115,1
48175,Texas,Goliad,7018,1
48177,Texas,Gonzales,19657,1
48179,Texas,Gray,21225,1
48181,Texas,Grayson,135592,0
48183,Texas,Gregg,124301,0
48185,Texas,Grimes,29296,1
48187,Texas,Guadalupe,172712,0
48189,Texas,Hale,32526,1
48191,Texas,Hall,2819,1
48193,Texas,Hamilton,8220,1
48195,Texas,Hansford,5273,1
48197,Texas,Hardeman,3550,1
48199,Texas,Hardin,56237,0
48201,Texas,Harris,4731433,0
48203,Texas,Harrison,68834,0
48205,Texas,Hartley,5366,1
48207,Texas,Haskell,5416,1
48209,Texas,Hays,241069,0
48211,Texas,Hemphill,3384,1
48213,Texas,Henderson,82144,0
48215,Texas,Hidalgo,870790,0
48217,Texas,Hill,35867,1
48219,Texas,Hockley,21534,1
48221,Texas,Hood,61594,0
48223,Texas,Hopkins,36790,1
48225,Texas,Houston,22078,1
48227,Texas,Howard,34860,1
48229,Texas,Hudspeth,3202,1
48231,Texas,Hunt,99949,0
48233,Texas,Hutchinson,20620,1
48235,Texas,Irion,1514,1
48237,Texas,Jack,8473,1
48239,Texas,Jackson,14990,1
48241,Texas,Jasper,32980,1
48243,Texas,Jeff Davis,1998,1
48245,Texas,Jefferson,256543,0
48247,Texas,Jim Hogg,4835,1
48249,Texas,Jim Wells,38901,1
48251,Texas,Johnson,179995,0
48253,Texas,Jones,19663,1
48255,Texas,Karnes,14771,1
48257,Texas,Kaufman,145330,0
48259,Texas,Kendall,44303,1
48261,Texas,Kenedy,351,1
48263,Texas,Kent,751,1
48265,Texas,Kerr,52598,0
48267,Texas,Kimble,4282,1
48269,Texas,King,263,1
48271,Texas,Kinney,3131,1
48273,Texas,Kleberg,31040,1
48275,Texas,Knox,3357,1
48277,Texas,Lamar,50083,0
48279,Texas,Lamb,13043,1
48281,Texas,Lampasas,21625,1
48283,Texas,La Salle,6660,1
48285,Texas,Lavaca,20338,1
48287,Texas,Lee,17482,1
48289,Texas,Leon,15761,1
48291,Texas,Liberty,91658,0
48293,Texas,Limestone,22153,1
48295,Texas,Lipscomb,3061,1
48297,Texas,Live Oak,11330,1
48299,Texas,Llano,21277,1
48301,Texas,Loving,65,1
48303,Texas,Lubbock,310635,0
48305,Texas,Lynn,5590,1
48307,Texas,McCulloch,7629,1
48309,Texas,McLennan,260582,0
48311,Texas,McMullen,599,1
48313,Texas,Madison,13461,1
48315,Texas,Marion,9843,1
48317,Texas,Martin,5247,1
48319,Texas,Mason,3951,1
48321,Texas,Matagorda,36258,1
48323,Texas,Maverick,57881,0
48325,Texas,Medina,50857,0
48327,Texas,Menard,1964,1
48329,Texas,Midland,170340,0
48331,Texas,Milam,24749,1
48333,Texas,Mills,4455,1
48335,Texas,Mitchell,8992,1
48337,Texas,Montague,20011,1
48339,Texas,Montgomery,620567,0
48341,Texas,Moore,21363,1
48343,Texas,Morris,11971,1
48345,Texas,Motley,1064,1
48347,Texas,Nacogdoches,64669,0
48349,Texas,Navarro,52645,0
48351,Texas,Newton,12218,1
48353,Texas,Nolan,14741,1
48355,Texas,Nueces,353357,0
48357,Texas,Ochiltree,10013,1
48359,Texas,Oldham,1758,1
48361,Texas,Orange,84815,0
48363,Texas,Palo Pinto,28408,1
48365,Texas,Panola,22496,1
48367,Texas,Parker,148221,0
48369,Texas,Parmer,9870,1
48371,Texas,Pecos,15193,1
48373,Texas,Polk,50118,0
48375,Texas,Potter,118557,0
48377,Texas,Presidio,6131,1
48379,Texas,Rains,12154,1
48381,Texas,Randall,140741,0
48383,Texas,Reagan,3427,1
48385,Texas,Real,2758,1
48387,Texas,Red River,11584,1
48389,Texas,Reeves,14745,1
48391,Texas,Refugio,6736,1
48393,Texas,Roberts,829,1
48395,Texas,Robertson,16754,1
48397,Texas,Rockwall,107884,0
48399,Texas,Runnels,9900,1
48401,Texas,Rusk,52216,0
48403,Texas,Sabine,9894,1
48405,Texas,San Augustine,7923,1
48407,Texas,San Jacinto,27400,1
48409,Texas,San Patricio,68753,0
48411,Texas,San Saba,5725,1
48413,Texas,Schleicher,2452,1
48415,Texas,Scurry,16910,1
48417,Texas,Shackelford,3106,1
48419,Texas,Shelby,24140,1
48421,Texas,Sherman,2784,1
48423,Texas,Smith,233480,0
48425,Texas,Somervell,9205,1
48427,Texas,Starr,65921,0
48429,Texas,Stephens,9099,1
48431,Texas,Sterling,1372,1
48433,Texas,Stonewall,1245,1
48435,Texas,Sutton,3374,1
48437,Texas,Swisher,6973,1
48439,Texas,Tarrant,2110999,0
48441,Texas,Taylor,143238,0
48443,Texas,Terrell,760,1
48445,Texas,Terry,11827,1
48447,Texas,Throckmorton,1441,1
48449,Texas,Titus,31241,1
48451,Texas,Tom Green,120005,0
48453,Texas,Travis,1290151,0
48455,Texas,Trinity,13604,1
48457,Texas,Tyler,19817,1
48459,Texas,Upshur,40886,1
48461,Texas,Upton,3310,1
48463,Texas,Uvalde,24566,1
48465,Texas,Val Verde,47588,1
48467,Texas,Van Zandt,59534,0
48469,Texas,Victoria,91322,0
48471,Texas,Walker,76408,0
48473,Texas,Waller,56750,0
48475,Texas,Ward,11643,1
48477,Texas,Washington,35797,1
48479,Texas,Webb,267114,0
48481,Texas,Wharton,41590,1
48483,Texas,Wheeler,4987,1
48485,Texas,Wichita,129360,0
48487,Texas,Wilbarger,12890,1
48489,Texas,Willacy,20162,1
48491,Texas,Williamson,609057,0
48493,Texas,Wilson,49750,1
48495,Texas,Winkler,7791,1
48497,Texas,Wise,68618,0
48499,Texas,Wood,44849,1
48501,Texas,Yoakum,7691,1
48503,Texas,Young,17864,1
48505,Texas,Zapata,13888,1
48507,Texas,Zavala,9667,1
49001,Utah,Beaver,7073,1
49003,Utah,Box Elder,57665,0
49005,Utah,Cache,133152,0
49007,Utah,Carbon,20407,1
49009,Utah,Daggett,936,1
49011,Utah,Davis,362681,0
49013,Utah,Duchesne,19609,1
49015,Utah,Emery,9826,1
49017,Utah,Garfield,5081,1
49019,Utah,Grand,9672,1
49021,Utah,Iron,57281,0
49023,Utah,Juab,11784,1
49025,Utah,Kane,7661,1
49027,Utah,Millard,12981,1
49029,Utah,Morgan,12297,1
49031,Utah,Piute,1442,1
49033,Utah,Rich,2512,1
49035,Utah,Salt Lake,1185234,0
49037,Utah,San Juan,14508,1
49039,Utah,Sanpete,28438,1
49041,Utah,Sevier,21516,1
49043,Utah,Summit,42361,1
49045,Utah,Tooele,72700,0
49047,Utah,Uintah,35613,1
49049,Utah,Utah,659397,0
49051,Utah,Wasatch,34787,1
49053,Utah,Washington,180289,0
49055,Utah,Wayne,2487,1
49057,Utah,Weber,262218,0
50001,Vermont,Addison,37360,1
50003,Vermont,Bennington,37349,1
50005,Vermont,Caledonia,30230,1
50007,Vermont,Chittenden,168340,0
50009,Vermont,Essex,5920,1
50011,Vermont,Franklin,49951,1
50013,Vermont,Grand Isle,7289,1
50015,Vermont,Lamoille,25945,1
50017,Vermont,Orange,29281,1
50019,Vermont,Orleans,27396,1
50021,Vermont,Rutland,60552,0
50023,Vermont,Washington,59806,0
50025,Vermont,Windham,45930,1
50027,Vermont,Windsor,57733,0
51001,Virginia,Accomack,33421,1
51003,Virginia,Albemarle,112438,0
51005,Virginia,Alleghany,15222,1
51007,Virginia,Amelia,13260,1
51009,Virginia,Amherst,31311,1
51011,Virginia,Appomattox,16118,1
51013,Virginia,Arlington,238646,0
51015,Virginia,Augusta,77492,0
51017,Virginia,Bath,4207,1
51019,Virginia,Bedford,79483,0
51021,Virginia,Bland,6272,1
51023,Virginia,Botetourt,33592,1
51025,Virginia,Brunswick,15851,1
51027,Virginia,Buchanan,20346,1
51029,Virginia,Buckingham,16832,1
51031,Virginia,Campbell,55666,0
51033,Virginia,Caroline,30887,1
51035,Virginia,Carroll,29153,1
51036,Virginia,Charles City,6771,1
51037,Virginia,Charlotte,11530,1
51041,Virginia,Chesterfield,364087,0
51043,Virginia,Clarke,14788,1
51045,Virginia,Craig,4896,1
51047,Virginia,Culpeper,52546,0
51049,Virginia,Cumberland,9689,1
51051,Virginia,Dickenson,14130,1
51053,Virginia,Dinwiddie,27936,1
51057,Virginia,Essex,10599,1
51059,Virginia,Fairfax,1150292,0
51061,Virginia,Fauquier,72964,0
51063,Virginia,Floyd,15476,1
51065,Virginia,Fluvanna,27250,1
51067,Virginia,Franklin,54457,0
51069,Virginia,Frederick,91451,0
51071,Virginia,Giles,16790,1
51073,Virginia,Gloucester,38714,1
51075,Virginia,Goochland,24746,1
51077,Virginia,Grayson,15332,1
51079,Virginia,Greene,20554,1
51081,Virginia,Greensville,11400,1
51083,Virginia,Halifax,34023,1
51085,Virginia,Hanover,109976,0
51087,Virginia,Henrico,334961,0
51089,Virginia,Henry,50945,0
51091,Virginia,Highland,2232,1
51093,Virginia,Isle of Wight,38611,1
51095,Virginia,James City,78252,0
51097,Virginia,King and Queen,6607,1
51099,Virginia,King George,26724,1
51101,Virginia,King William,17813,1
51103,Virginia,Lancaster,10925,1
51105,Virginia,Lee,22172,1
51107,Virginia,Loudoun,420955,0
51109,Virginia,Louisa,37583,1
51111,Virginia,Lunenburg,11939,1
51113,Virginia,Madison,13840,1
51115,Virginia,Mathews,8534,1
51117,Virginia,Mecklenburg,30315,1
51119,Virginia,Middlesex,10621,1
51121,Virginia,Montgomery,99725,0
51125,Virginia,Nelson,14770,1
51127,Virginia,New Kent,22946,1
51131,Virginia,Northampton,12280,1
51133,Virginia,Northumberland,11835,1
51135,Virginia,Nottoway,15646,1
51137,Virginia,Orange,36183,1
51139,Virginia,Page,23706,1
51141,Virginia,Patrick,17606,1
51143,Virginia,Pittsylvania,60509,0
51145,Virginia,Powhatan,30342,1
51147,Virginia,Prince Edward,21836,1
51149,Virginia,Prince George,43006,1
51153,Virginia,Prince William,482209,0
51155,Virginia,Pulaski,33790,1
51157,Virginia,Rappahannock,7351,1
51159,Virginia,Richmond,8917,1
51161,Virginia,Roanoke,96956,0
51163,Virginia,Rockbridge,22658,1
51165,Virginia,Rockingham,83765,0
51167,Virginia,Russell,25781,1
51169,Virginia,Scott,21566,1
51171,Virginia,Shenandoah,44179,1
51173,Virginia,Smyth,29793,1
51175,Virginia,Southampton,17997,1
51177,Virginia,Spotsylvania,140095,0
51179,Virginia,Stafford,156937,0
51181,Virginia,Surry,6558,1
51183,Virginia,Sussex,10838,1
51185,Virginia,Tazewell,40440,1
51187,Virginia,Warren,40724,1
51191,Virginia,Washington,53940,0
51193,Virginia,Westmoreland,18471,1
51195,Virginia,Wise,36118,1
51197,Virginia,Wythe,28288,1
51199,Virginia,York,70054,0
51510,Virginia,Alexandria,159463,0
51520,Virginia,Bristol,17222,1
51530,Virginia,Buena Vista,6641,1
51540,Virginia,Charlottesville,46513,1
51550,Virginia,Chesapeake,249302,0
51570,Virginia,Colonial Heights,18146,1
51580,Virginia,Covington,5746,1
51590,Virginia,Danville,42586,1
51595,Virginia,Emporia,5751,1
51600,Virginia,Fairfax,24147,1
51610,Virginia,Falls Church,14657,1
51620,Virginia,Franklin,8177,1
51630,Virginia,Fredericksburg,27976,1
51640,Virginia,Galax,6727,1
51650,Virginia,Hampton,137154,0
51660,Virginia,Harrisonburg,51811,0
51670,Virginia,Hopewell,23032,1
51678,Virginia,Lexington,7311,1
51680,Virginia,Lynchburg,79017,0
51683,Virginia,Manassas,42773,1
51685,Virginia,Manassas Park,17218,1
51690,Virginia,Martinsville,13482,1
51700,Virginia,Newport News,186239,0
51710,Virginia,Norfolk,238029,0
51720,Virginia,Norton,3696,1
51730,Virginia,Petersburg,33465,1
51735,Virginia,Poquoson,12454,1
51740,Virginia,Portsmouth,97945,0
51750,Virginia,Radford,16063,1
51760,Virginia,Richmond,226525,0
51770,Virginia,Roanoke,100016,0
51775,Virginia,Salem,25341,1
51790,Virginia,Staunton,25751,1
51800,Virginia,Suffolk,94406,0
51810,Virginia,Virginia Beach,459444,0
51820,Virginia,Waynesboro,22193,1
51830,Virginia,Williamsburg,15416,1
51840,Virginia,Winchester,28115,1
53001,Washington,Adams,20610,1
53003,Washington,Asotin,22288,1
53005,Washington,Benton,206869,0
53007,Washington,Chelan,79144,0
53009,Washington,Clallam,77159,0
53011,Washington,Clark,503308,0
53013,Washington,Columbia,3954,1
53015,Washington,Cowlitz,110736,0
53017,Washington,Douglas,42933,1
53019,Washington,Ferry,7179,1
53021,Washington,Franklin,96747,0
53023,Washington,Garfield,2287,1
53025,Washington,Grant,99125,0
53027,Washington,Grays Harbor,75639,0
53029,Washington,Island,86859,0
53031,Washington,Jefferson,32970,1
53033,Washington,King,2269666,0
53035,Washington,Kitsap,275618,0
53037,Washington,Kittitas,46535,1
53039,Washington,Klickitat,22735,1
53041,Washington,Lewis,82151,0
53043,Washington,Lincoln,10878,1
53045,Washington,Mason,65718,0
53047,Washington,Okanogan,42097,1
53049,Washington,Pacific,23363,1
53051,Washington,Pend Oreille,13401,1
53053,Washington,Pierce,921162,0
53055,Washington,San Juan,17786,1
53057,Washington,Skagit,129518,0
53059,Washington,Skamania,12036,1
53061,Washington,Snohomish,827955,0
53063,Washington,Spokane,539346,0
53065,Washington,Stevens,46446,1
53067,Washington,Thurston,294802,0
53069,Washington,Wahkiakum,4424,1
53071,Washington,Walla Walla,62587,0
53073,Washington,Whatcom,226844,0
53075,Washington,Whitman,47979,1
53077,Washington,Yakima,256732,0
54001,West Virginia,Barbour,15459,1
54003,West Virginia,Berkeley,122070,0
54005,West Virginia,Boone,21810,1
54007,West Virginia,Braxton,12446,1
54009,West Virginia,Brooke,22558,1
54011,West Virginia,Cabell,94350,0
54013,West Virginia,Calhoun,6224,1
54015,West Virginia,Clay,8055,1
54017,West Virginia,Doddridge,7810,1
54019,West Virginia,Fayette,40499,1
54021,West Virginia,Gilmer,7418,1
54023,West Virginia,Grant,10980,1
54025,West Virginia,Greenbrier,32983,1
54027,West Virginia,Hampshire,23077,1
54029,West Virginia,Hancock,29098,1
54031,West Virginia,Hardy,14297,1
54033,West Virginia,Harrison,65915,0
54035,West Virginia,Jackson,27793,1
54037,West Virginia,Jefferson,57703,0
54039,West Virginia,Kanawha,180721,0
54041,West Virginia,Lewis,17030,1
54043,West Virginia,Lincoln,20460,1
54045,West Virginia,Logan,32573,1
54047,West Virginia,McDowell,19119,1
54049,West Virginia,Marion,56210,0
54051,West Virginia,Marshall,30617,1
54053,West Virginia,Mason,25459,1
54055,West Virginia,Mercer,59654,0
54057,West Virginia,Mineral,26942,1
54059,West Virginia,Mingo,23571,1
54061,West Virginia,Monongalia,105823,0
54063,West Virginia,Monroe,12379,1
54065,West Virginia,Morgan,17064,1
54067,West Virginia,Nicholas,24607,1
54069,West Virginia,Ohio,42405,1
54071,West Virginia,Pendleton,6141,1
54073,West Virginia,Pleasants,7653,1
54075,West Virginia,Pocahontas,7873,1
54077,West Virginia,Preston,34215,1
54079,West Virginia,Putnam,57436,0
54081,West Virginia,Raleigh,74592,0
54083,West Virginia,Randolph,27932,1
54085,West Virginia,Ritchie,8445,1
54087,West Virginia,Roane,14024,1
54089,West Virginia,Summers,11967,1
54091,West Virginia,Taylor,16706,1
54093,West Virginia,Tucker,6764,1
54095,West Virginia,Tyler,8305,1
54097,West Virginia,Upshur,23818,1
54099,West Virginia,Wayne,38980,1
